Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
County,2/24/2019,34,NJ,34021,Mercer County,"81,137","287,544","1,280,431","328,254","358,588","174,953","193,736","123,759","61,786","31,476","4,895","1,483","1,501"
County,2/24/2019,34,NJ,34023,Middlesex County,"170,715","656,434","2,820,616","688,246","731,728","364,929","419,017","361,508","190,349","43,745","14,568","3,834","2,692"
County,2/24/2019,34,NJ,34025,Monmouth County,"122,379","497,076","2,152,147","518,521","586,070","292,172","306,493","253,858","139,901","40,045","9,477","2,365","3,245"
County,2/24/2019,34,NJ,34027,Morris County,"96,123","396,594","1,652,599","353,450","438,689","208,005","262,636","242,599","107,083","24,649","10,727","2,636","2,125"
County,2/24/2019,34,NJ,34029,Ocean County,"115,950","483,862","2,112,380","486,020","571,042","272,630","309,194","258,099","119,402","81,616","9,878","1,882","2,617"
County,2/24/2019,34,NJ,34031,Passaic County,"110,054","391,718","1,715,321","459,001","463,031","192,325","259,242","246,933","62,247","20,144","9,251","1,849","1,298"
County,2/24/2019,34,NJ,34033,Salem County,"12,353","50,063","217,542","49,980","46,250","27,145","34,784","39,357","13,996","4,155","1,430",282,163
County,2/24/2019,34,NJ,34035,Somerset County,"61,700","268,452","1,117,067","236,808","292,552","143,814","190,977","157,303","71,831","14,763","6,269","1,128","1,622"
County,2/24/2019,34,NJ,34037,Sussex County,"26,131","114,238","459,659","88,099","109,655","56,981","73,716","81,606","34,711","11,645","2,352",427,467
County,2/24/2019,34,NJ,34039,Union County,"124,209","432,152","1,961,373","557,541","536,008","219,884","274,083","262,122","68,735","24,052","12,438","3,248","3,262"
County,2/24/2019,34,NJ,34041,Warren County,"19,690","85,766","373,872","87,758","101,004","38,108","44,938","58,245","26,772","14,724","1,695",238,390
County,2/25/2019,34,NJ,34001,Atlantic County,"52,802","211,816","957,942","227,396","226,663","108,770","176,653","129,666","53,669","27,341","5,973",731,"1,080"
County,2/25/2019,34,NJ,34003,Bergen County,"190,797","743,032","3,337,172","916,603","818,533","393,205","546,074","505,394","103,288","28,392","17,379","2,944","5,360"
County,2/25/2019,34,NJ,34005,Burlington County,"79,925","364,098","1,576,076","370,659","345,688","170,015","250,822","288,377","93,510","43,221","9,324","2,191","2,269"
County,2/25/2019,34,NJ,34007,Camden County,"104,126","401,402","1,834,676","498,285","428,257","216,466","293,254","276,132","73,924","33,862","10,669","1,612","2,215"
County,2/25/2019,34,NJ,34009,Cape May County,"20,709","71,568","329,222","85,468","64,489","44,407","61,364","43,783","19,164","7,285","2,283",381,598
County,2/25/2019,34,NJ,34011,Cumberland County,"27,279","123,232","591,228","147,215","153,434","69,723","77,880","78,282","51,405","9,119","3,416",366,388
County,2/25/2019,34,NJ,34013,Essex County,"179,057","618,265","2,858,625","836,707","742,992","345,073","403,468","402,392","83,025","24,024","12,370","4,305","4,269"
County,2/25/2019,34,NJ,34015,Gloucester County,"52,613","237,904","1,037,928","236,739","234,061","114,740","157,278","197,436","68,153","18,711","8,282","1,344","1,184"
County,2/25/2019,34,NJ,34017,Hudson County,"179,768","494,227","2,150,830","673,465","592,096","272,837","306,477","208,086","59,621","18,890","12,021","3,231","4,106"
County,2/25/2019,34,NJ,34019,Hunterdon County,"18,316","106,017","438,204","84,479","89,251","48,440","64,735","82,609","46,815","18,393","2,156",393,933
County,2/25/2019,34,NJ,34021,Mercer County,"75,898","292,783","1,314,483","344,609","347,165","163,454","192,619","155,749","69,016","32,816","5,625","1,544","1,886"
County,2/25/2019,34,NJ,34023,Middlesex County,"156,436","670,713","2,920,955","723,620","694,194","352,393","410,269","450,622","229,368","38,600","14,409","3,524","3,956"
County,2/25/2019,34,NJ,34025,Monmouth County,"111,914","507,541","2,227,189","508,537","552,419","265,012","318,575","326,594","197,988","45,204","7,063","2,002","3,795"
County,2/25/2019,34,NJ,34027,Morris County,"88,015","404,702","1,676,325","356,419","405,667","199,555","259,333","293,460","129,478","19,614","7,258","2,236","3,305"
County,2/25/2019,34,NJ,34029,Ocean County,"107,625","492,187","2,216,775","500,223","551,073","252,102","303,467","313,533","181,094","98,367","11,202","2,222","3,492"
County,2/25/2019,34,NJ,34031,Passaic County,"100,269","401,503","1,804,975","479,435","429,876","201,832","288,166","308,055","70,671","15,753","7,865","1,702","1,620"
County,2/25/2019,34,NJ,34033,Salem County,"11,137","51,279","229,772","58,034","41,926","25,981","35,836","43,256","17,445","4,879","1,834",357,224
County,2/25/2019,34,NJ,34035,Somerset County,"56,325","273,827","1,145,955","238,133","275,583","135,627","186,837","195,952","90,270","14,453","5,011","1,696","2,393"
County,2/25/2019,34,NJ,34037,Sussex County,"23,580","116,789","487,599","94,962","104,400","53,362","72,611","88,410","57,030","13,733","2,080",421,590
County,2/25/2019,34,NJ,34039,Union County,"113,455","442,906","2,066,809","596,308","514,025","225,447","284,784","315,993","89,335","22,344","11,642","3,516","3,415"
County,2/25/2019,34,NJ,34041,Warren County,"17,780","87,676","394,210","98,726","85,066","38,800","44,482","67,046","38,510","19,053","1,815",254,458
County,2/26/2019,34,NJ,34001,Atlantic County,"52,797","211,821","981,592","236,968","238,888","112,163","172,115","134,178","52,204","27,682","5,789",565,"1,040"
County,2/26/2019,34,NJ,34003,Bergen County,"189,188","744,641","3,415,384","906,265","867,974","416,708","559,103","509,088","104,698","28,101","14,023","4,211","5,213"
County,2/26/2019,34,NJ,34005,Burlington County,"79,224","364,799","1,603,655","379,920","354,173","172,271","258,716","289,657","93,876","41,338","9,257","2,312","2,135"
County,2/26/2019,34,NJ,34007,Camden County,"102,740","402,788","1,891,949","522,886","427,159","225,140","305,437","288,633","76,099","33,180","9,737","1,741","1,937"
County,2/26/2019,34,NJ,34009,Cape May County,"20,372","71,905","342,110","86,295","69,854","47,839","63,590","44,948","20,347","6,636","1,858",245,498
County,2/26/2019,34,NJ,34011,Cumberland County,"27,198","123,313","596,943","150,835","154,609","68,687","77,182","80,668","52,098","8,966","3,212",355,331
County,2/26/2019,34,NJ,34013,Essex County,"177,645","619,677","2,913,634","844,008","770,107","348,187","414,268","413,596","80,419","23,570","11,249","3,553","4,677"
County,2/26/2019,34,NJ,34015,Gloucester County,"51,559","238,958","1,048,818","245,758","231,100","115,921","158,073","201,058","68,282","19,026","7,242","1,181","1,177"
County,2/26/2019,34,NJ,34017,Hudson County,"177,971","496,024","2,184,666","690,375","604,590","276,284","311,679","207,782","57,617","19,850","9,523","2,523","4,443"
County,2/26/2019,34,NJ,34019,Hunterdon County,"18,359","105,974","456,850","86,212","97,053","48,937","68,724","86,667","47,979","17,436","2,496",386,960
County,2/26/2019,34,NJ,34021,Mercer County,"75,561","293,120","1,342,551","352,625","351,499","164,815","200,148","162,288","70,030","32,630","5,356","1,400","1,760"
County,2/26/2019,34,NJ,34023,Middlesex County,"155,787","671,362","2,966,893","719,043","715,752","353,874","419,447","464,835","235,279","38,657","12,790","3,990","3,226"
County,2/26/2019,34,NJ,34025,Monmouth County,"110,524","508,931","2,275,616","530,630","574,198","274,625","313,565","326,665","199,316","43,313","7,138","2,033","4,133"
County,2/26/2019,34,NJ,34027,Morris County,"87,744","404,973","1,745,727","365,172","443,936","202,760","265,356","307,433","130,488","19,324","6,094","2,302","2,862"
County,2/26/2019,34,NJ,34029,Ocean County,"106,689","493,123","2,273,597","518,175","570,528","263,103","307,622","314,505","187,086","95,549","11,076","2,311","3,642"
County,2/26/2019,34,NJ,34031,Passaic County,"100,258","401,514","1,835,378","479,982","448,905","207,121","298,548","306,120","67,938","16,015","7,788","1,482","1,479"
County,2/26/2019,34,NJ,34033,Salem County,"11,237","51,179","234,889","58,148","43,950","23,296","38,364","47,838","16,352","4,392","1,854",412,283
County,2/26/2019,34,NJ,34035,Somerset County,"56,071","274,081","1,166,753","243,705","278,836","140,880","191,508","201,829","87,495","14,511","4,406","1,360","2,223"
County,2/26/2019,34,NJ,34037,Sussex County,"23,252","117,117","501,895","95,828","108,916","57,729","77,305","91,009","55,938","12,422","1,762",387,599
County,2/26/2019,34,NJ,34039,Union County,"111,862","444,499","2,103,637","593,568","538,966","230,725","288,588","326,778","86,900","21,387","10,528","2,995","3,202"
County,2/26/2019,34,NJ,34041,Warren County,"18,034","87,422","400,351","97,493","89,568","39,469","46,186","68,961","37,870","18,467","1,562",265,510
County,2/27/2019,34,NJ,34001,Atlantic County,"51,674","212,944","1,002,150","235,624","239,622","112,543","188,058","140,917","53,124","25,946","4,955",496,865
County,2/27/2019,34,NJ,34003,Bergen County,"185,623","748,206","3,566,430","970,285","886,508","422,560","588,259","542,448","108,219","27,372","13,222","2,836","4,721"
County,2/27/2019,34,NJ,34005,Burlington County,"78,806","365,217","1,684,500","396,144","374,907","178,672","271,298","311,753","100,977","38,129","8,671","1,958","1,991"
County,2/27/2019,34,NJ,34007,Camden County,"102,000","403,528","1,998,485","549,273","469,540","239,076","317,808","303,342","76,407","31,300","8,429","1,452","1,858"
County,2/27/2019,34,NJ,34009,Cape May County,"20,146","72,131","359,411","93,342","75,337","51,621","66,005","45,334","18,567","6,348","1,994",343,520
County,2/27/2019,34,NJ,34011,Cumberland County,"27,068","123,443","629,037","158,421","159,713","77,051","81,618","86,725","52,613","9,846","2,461",263,326
County,2/27/2019,34,NJ,34013,Essex County,"176,433","620,889","3,053,174","892,218","800,951","368,130","433,008","435,390","82,080","23,569","10,949","3,254","3,625"
County,2/27/2019,34,NJ,34015,Gloucester County,"50,864","239,653","1,103,058","256,403","246,113","127,481","168,190","208,592","69,644","17,549","6,961","1,093","1,032"
County,2/27/2019,34,NJ,34017,Hudson County,"177,520","496,475","2,323,078","746,303","645,525","289,087","330,932","218,537","58,850","18,352","9,300","2,154","4,038"
County,2/27/2019,34,NJ,34019,Hunterdon County,"17,993","106,340","470,893","88,541","99,979","51,303","71,440","91,429","48,289","16,605","2,073",401,833
County,2/27/2019,34,NJ,34021,Mercer County,"72,837","295,844","1,423,581","371,580","380,714","177,421","212,726","167,662","74,521","31,534","4,920","1,008","1,495"
County,2/27/2019,34,NJ,34023,Middlesex County,"154,117","673,032","3,102,283","749,464","767,124","374,964","435,669","482,196","237,697","36,836","12,253","3,366","2,714"
County,2/27/2019,34,NJ,34025,Monmouth County,"108,752","510,703","2,382,633","547,980","601,036","282,918","335,682","351,129","206,193","44,966","7,310","1,972","3,447"
County,2/27/2019,34,NJ,34027,Morris County,"85,770","406,947","1,777,042","370,763","446,322","213,942","277,570","311,495","127,761","18,898","5,812","1,932","2,547"
County,2/27/2019,34,NJ,34029,Ocean County,"106,500","493,312","2,347,288","521,604","588,761","272,230","325,172","338,853","189,622","95,991","10,186","2,148","2,721"
County,2/27/2019,34,NJ,34031,Passaic County,"99,471","402,301","1,936,619","522,525","471,883","218,114","302,965","324,059","72,861","14,693","6,706","1,374","1,439"
County,2/27/2019,34,NJ,34033,Salem County,"11,126","51,290","237,429","58,237","43,019","25,698","39,231","47,787","17,092","4,341","1,522",285,217
County,2/27/2019,34,NJ,34035,Somerset County,"55,384","274,768","1,228,377","256,998","295,316","144,269","201,711","216,969","90,507","14,491","4,602","1,344","2,170"
County,2/27/2019,34,NJ,34037,Sussex County,"22,510","117,859","522,825","109,657","109,335","56,679","79,208","94,452","58,205","12,525","1,990",316,458
County,2/27/2019,34,NJ,34039,Union County,"111,624","444,737","2,222,999","628,664","567,631","250,759","312,277","337,141","90,893","19,932","9,563","3,025","3,114"
County,2/27/2019,34,NJ,34041,Warren County,"17,558","87,898","415,698","101,037","94,837","42,387","47,795","70,138","40,206","17,168","1,517",210,403
County,2/28/2019,34,NJ,34031,Passaic County,"99,724","402,048","1,933,568","516,255","468,805","221,283","312,868","315,684","72,507","15,915","7,361","1,314","1,576"
County,2/28/2019,34,NJ,34033,Salem County,"10,628","51,788","242,297","58,169","43,703","26,910","41,139","47,561","17,926","4,805","1,556",243,285
County,2/28/2019,34,NJ,34035,Somerset County,"55,116","275,036","1,215,840","248,524","295,577","144,126","203,211","208,596","91,992","15,438","4,631","1,542","2,203"
County,2/28/2019,34,NJ,34037,Sussex County,"22,791","117,578","528,418","109,843","112,628","58,792","79,252","93,301","59,880","11,982","1,928",375,437
County,2/28/2019,34,NJ,34039,Union County,"112,338","444,023","2,200,138","614,695","568,110","249,973","308,068","329,692","92,983","20,274","9,890","3,255","3,198"
County,2/28/2019,34,NJ,34041,Warren County,"17,097","88,359","415,931","95,277","91,784","44,407","51,761","71,128","41,811","17,360","1,756",193,454
County,2/28/2019,34,NJ,34001,Atlantic County,"51,126","213,492","1,017,256","240,983","244,863","113,490","188,245","141,919","55,518","25,706","5,029",604,899
County,2/28/2019,34,NJ,34003,Bergen County,"186,326","747,503","3,567,903","962,085","913,576","431,635","577,507","524,013","105,704","29,284","15,869","3,361","4,869"
County,2/28/2019,34,NJ,34005,Burlington County,"76,936","367,087","1,677,745","389,364","370,952","181,663","275,433","311,408","96,516","40,031","8,583","1,882","1,913"
County,2/28/2019,34,NJ,34007,Camden County,"101,172","404,356","1,951,775","526,697","459,030","236,040","311,261","299,284","76,916","30,577","8,568","1,570","1,832"
County,2/28/2019,34,NJ,34009,Cape May County,"19,963","72,314","349,902","86,853","72,637","47,146","63,533","50,772","19,427","6,888","1,891",292,463
County,2/28/2019,34,NJ,34011,Cumberland County,"27,516","122,995","615,584","152,878","160,131","71,856","79,252","85,881","52,450","9,447","3,180",271,238
County,2/28/2019,34,NJ,34013,Essex County,"180,196","617,126","3,038,740","879,647","808,569","363,168","439,415","428,734","79,531","21,737","11,421","3,151","3,367"
County,2/28/2019,34,NJ,34015,Gloucester County,"50,056","240,461","1,099,654","254,592","243,270","127,556","168,206","207,084","69,579","19,438","7,632","1,201","1,096"
County,2/28/2019,34,NJ,34017,Hudson County,"178,204","495,791","2,329,466","756,455","649,185","295,549","325,982","208,245","59,917","17,730","9,809","2,551","4,043"
County,2/28/2019,34,NJ,34019,Hunterdon County,"17,976","106,357","461,104","89,693","93,769","46,360","68,945","94,865","45,835","17,121","3,114",508,894
County,2/28/2019,34,NJ,34021,Mercer County,"72,620","296,061","1,390,570","350,627","365,828","180,163","205,345","176,701","73,482","30,776","4,598","1,343","1,707"
County,2/28/2019,34,NJ,34023,Middlesex County,"153,744","673,405","3,103,233","748,928","748,908","386,517","434,642","490,131","235,949","38,552","12,540","4,010","3,056"
County,2/28/2019,34,NJ,34025,Monmouth County,"107,049","512,406","2,378,609","555,876","586,780","293,524","328,097","360,729","194,608","45,247","7,930","2,016","3,802"
County,2/28/2019,34,NJ,34027,Morris County,"85,581","407,136","1,793,046","376,192","448,646","209,551","285,210","313,713","127,078","20,128","7,388","2,174","2,966"
County,2/28/2019,34,NJ,34029,Ocean County,"103,962","495,850","2,341,729","518,555","594,268","279,900","325,599","334,177","180,334","94,465","10,057","1,866","2,508"
County,3/1/2019,34,NJ,34001,Atlantic County,"51,579","213,039","965,913","232,104","223,256","111,851","175,026","138,967","51,110","26,127","5,942",721,809
County,3/1/2019,34,NJ,34003,Bergen County,"180,934","752,895","3,434,596","974,742","852,169","415,933","541,155","482,868","106,735","31,287","20,174","3,962","5,571"
County,3/1/2019,34,NJ,34005,Burlington County,"77,444","366,579","1,595,192","376,807","355,174","176,321","258,719","279,270","92,203","41,516","11,312","2,146","1,724"
